time,x,y,z,yaw,throttle,roll_rate,pitch_rate,yaw_rate,x_ref,y_ref,z_ref,yaw_ref,mpc_time,metadata
3.814697265625e-06,-0.07983574271202087,0.023017391562461853,-0.2409287691116333,-0.029066097346373554,-0.6352876868314467,-0.11020702868839802,-0.38708080700235115,0.18580643838166558,0.0,0.0,-0.6,0.0,0.021742820739746094,Hardware
0.026958942413330078,-0.07983574271202087,0.023017391562461853,-0.2409287691116333,-0.029066097346373554,-0.6352876868314467,-0.11020702868839802,-0.38708080700235115,0.18580643838166558,0.0,0.0,-0.6,0.0,0.0011074542999267578,Horizon:3.0
0.03471827507019043,-0.07984458655118942,0.023008815944194794,-0.24091435968875885,-0.029068249242291618,-0.6352876868314513,-0.10659967027439268,-0.38313170473196895,0.1858245381775387,0.0,0.0,-0.6,0.0,0.008723020553588867,Num Steps:20
0.049332618713378906,-0.07984114438295364,0.02299869991838932,-0.24090194702148438,-0.029081603502479535,-0.6352876868314487,-0.11000964202954501,-0.3813979459000542,0.18590556818979212,0.0,0.0,-0.6,0.0,0.008752107620239258,No Pyjoules
0.0637814998626709,-0.07984114438295364,0.02299869991838932,-0.24090194702148438,-0.029081603502479535,-0.6352876868314487,-0.11000964202954501,-0.3813979459000542,0.18590556818979212,0.0,0.0,-0.6,0.0,0.0011169910430908203,0
0.07048964500427246,-0.07984254509210587,0.022994522005319595,-0.24090462923049927,-0.029057659909033036,-0.6352876868314745,-0.10596713999397353,-0.3806372961051736,0.1857592321036288,0.0,0.0,-0.6,0.0,0.00851130485534668,0
0.08436131477355957,-0.07984254509210587,0.022994522005319595,-0.24090462923049927,-0.029057659909033036,-0.6352876868314745,-0.10596713999397353,-0.3806372961051736,0.1857592321036288,0.0,0.0,-0.6,0.0,0.001131296157836914,0
0.09143805503845215,-0.079833023250103,0.022999322041869164,-0.24092939496040344,-0.029050210736987634,-0.6352876868314726,-0.11100550057357893,-0.3809975845471284,0.18570312106898365,0.0,0.0,-0.6,0.0,0.010080575942993164,0
0.10787558555603027,-0.079833023250103,0.022999322041869164,-0.24092939496040344,-0.029050210736987634,-0.6352876868314726,-0.11100550057357893,-0.3809975845471284,0.18570312106898365,0.0,0.0,-0.6,0.0,0.0011205673217773438,0
0.11801505088806152,-0.07981870323419571,0.02295065112411976,-0.2410942018032074,-0.029152428258488683,-0.6352876868314847,-0.11327288864827463,-0.3656529431390766,0.1863577517385013,0.0,0.0,-0.6,0.0,0.012187957763671875,0
