time,x,y,z,yaw,throttle,roll_rate,pitch_rate,yaw_rate,x_ref,y_ref,z_ref,yaw_ref,pred_time,nr_time,ctrl_callback_time,v_norm,metadata
5.9604644775390625e-06,-0.06244465708732605,-0.015335171483457088,-0.2347121685743332,0.06708569207118217,0.49756792187690735,0.0012129873502999544,-0.03807038813829422,-0.025090796872973442,0.0,0.0,-0.9,0.0,2.6717193126678467,2.6717193126678467,2.9046437740325928,0,Hardware
2.9070186614990234,-0.06244465708732605,-0.015335171483457088,-0.2347121685743332,0.06708569207118217,0.5109478235244751,0.0022901580668985844,-0.06077829748392105,-0.04262159392237663,0.0,0.0,-0.9,0.0,0.0016231536865234375,0.0016231536865234375,0.013497591018676758,0,jax_reg_wardi
2.939631938934326,-0.057828139513731,-0.01783590018749237,-0.23830127716064453,0.06678326293758019,0.5214203000068665,0.006522317882627249,-0.06927048414945602,-0.0547027550637722,0.0,0.0,-0.9,0.0,0.001814126968383789,0.001814126968383789,0.014385223388671875,0,1x Speed
2.955960273742676,-0.057828139513731,-0.01783590018749237,-0.23830127716064453,0.06678326293758019,0.5297501087188721,0.009303472936153412,-0.07473745197057724,-0.06314095854759216,0.0,0.0,-0.9,0.0,0.0015246868133544922,0.0015246868133544922,0.012473583221435547,0,helix_spin
2.9720656871795654,-0.057872217148542404,-0.01781024970114231,-0.23829685151576996,0.06672445283961384,0.5363880395889282,0.010948861949145794,-0.07880642265081406,-0.06902150809764862,0.0,0.0,-0.9,0.0,0.0018041133880615234,0.0018041133880615234,0.013418436050415039,0,0
2.987135171890259,-0.057872217148542404,-0.01781024970114231,-0.23829685151576996,0.06672445283961384,0.5416616797447205,0.012067791074514389,-0.08154076337814331,-0.07313447445631027,0.0,0.0,-0.9,0.0,0.0015597343444824219,0.0015597343444824219,0.012468576431274414,0,0
3.0033538341522217,-0.05791006609797478,-0.017780158668756485,-0.23834918439388275,0.06620285343578637,0.5457898378372192,0.01315645407885313,-0.08358312398195267,-0.07580393552780151,0.0,0.0,-0.9,0.0,0.0016765594482421875,0.0016765594482421875,0.013259649276733398,0,0
3.0181164741516113,-0.05791006609797478,-0.017780158668756485,-0.23834918439388275,0.06620285343578637,0.5490679740905762,0.013909611850976944,-0.08499009907245636,-0.07767140120267868,0.0,0.0,-0.9,0.0,0.0016984939575195312,0.0016984939575195312,0.012375354766845703,0,0
3.0344581604003906,-0.05790693685412407,-0.017799759283661842,-0.23847587406635284,0.06740727635624152,0.5516653656959534,0.01494741439819336,-0.08480076491832733,-0.07942665368318558,0.0,0.0,-0.9,0.0,0.0017573833465576172,0.0017573833465576172,0.013050556182861328,0,0
3.049102306365967,-0.05790693685412407,-0.017799759283661842,-0.23847587406635284,0.06740727635624152,0.553727388381958,0.015672890469431877,-0.08466770499944687,-0.0806555226445198,0.0,0.0,-0.9,0.0,0.0017948150634765625,0.0017948150634765625,0.012076854705810547,0,0
3.065143346786499,-0.057858213782310486,-0.017815545201301575,-0.23859018087387085,0.06690867369542376,0.5553445816040039,0.014841431751847267,-0.08261316269636154,-0.08138476312160492,0.0,0.0,-0.9,0.0,0.0015304088592529297,0.0015304088592529297,0.013437747955322266,0,0
3.0806796550750732,-0.057858213782310486,-0.017815545201301575,-0.23859018087387085,0.06690867369542376,0.5566283464431763,0.014254436828196049,-0.08116456866264343,-0.08189442753791809,0.0,0.0,-0.9,0.0,0.001531362533569336,0.001531362533569336,0.012248992919921875,0,0
3.096454620361328,-0.0577787347137928,-0.017830025404691696,-0.23873105645179749,0.06725952069695741,0.5577053427696228,0.01581062376499176,-0.08212889730930328,-0.08231494575738907,0.0,0.0,-0.9,0.0,0.0016562938690185547,0.0016562938690185547,0.01292872428894043,0,0
3.110872745513916,-0.0577787347137928,-0.017830025404691696,-0.23873105645179749,0.06725952069695741,0.5585601329803467,0.01691322773694992,-0.0828118771314621,-0.08260796219110489,0.0,0.0,-0.9,0.0,0.0016703605651855469,0.0016703605651855469,0.012127161026000977,0,0
3.1268246173858643,-0.057728707790374756,-0.017988592386245728,-0.23880521953105927,0.06721493203825635,0.5592793226242065,0.017588596791028976,-0.08335010707378387,-0.08280397951602936,0.0,0.0,-0.9,0.0,0.0017502307891845703,0.0017502307891845703,0.01316690444946289,0,0
3.1416447162628174,-0.057728707790374756,-0.017988592386245728,-0.23880521953105927,0.06721493203825635,0.5598500967025757,0.018068527802824974,-0.08373255282640457,-0.08294070512056351,0.0,0.0,-0.9,0.0,0.0014889240264892578,0.0014889240264892578,0.012261629104614258,0,0
3.15836238861084,-0.057664643973112106,-0.01806654781103134,-0.238886758685112,0.06698310058860277,0.5602355599403381,0.017609894275665283,-0.08276024460792542,-0.08297833055257797,0.0,0.0,-0.9,0.0,0.001697540283203125,0.001697540283203125,0.012934446334838867,0,0
3.172879934310913,-0.057664643973112106,-0.01806654781103134,-0.238886758685112,0.06698310058860277,0.5605415105819702,0.01728302799165249,-0.0820673406124115,-0.0830046683549881,0.0,0.0,-0.9,0.0,0.0016994476318359375,0.0016994476318359375,0.01291346549987793,0,0
3.1895601749420166,-0.05760800838470459,-0.018056368455290794,-0.23909202218055725,0.06740349752473533,0.5605825185775757,0.01374377403408289,-0.0768679678440094,-0.08331108838319778,0.0,0.0,-0.9,0.0,0.002225637435913086,0.002225637435913086,0.013586759567260742,0,0
3.2047832012176514,-0.05760800838470459,-0.018056368455290794,-0.23909202218055725,0.06740349752473533,0.560615599155426,0.011213249526917934,-0.07315219193696976,-0.08351629227399826,0.0,0.0,-0.9,0.0,0.0016605854034423828,0.0016605854034423828,0.013157844543457031,0,0
3.2212159633636475,-0.05733476206660271,-0.01818528212606907,-0.23987184464931488,0.06772739633274817,0.5603882670402527,0.018434392288327217,-0.058593910187482834,-0.08363886922597885,0.0,0.0,-0.9,0.0,0.001718282699584961,0.001718282699584961,0.013170719146728516,0,0
